review,polarity
why whats app does not support same account on multiple devices thats security but thats not good i buy a new phn sometimes i used to go with any phn then i have to switch to that thats not good should support same account on multiple devices,0
privacy you must provide system in which no one should be able to download profile image moreover if there will be video calling option then rating is must kindly do the needfull,0
all time legendary game the birthday party levels and short fuse levels are fantasticespecially when the pigs crash onto different chemicals is just greatsuggestion to all those players who cringe about too much ads is close ur wifi connection and then play the gamethen the ads wont trouble you,1
ads for some whatever reason sometimes which is more then you think would open and show me some security ad im not even clicking on chrome and this still happens plz fix this annoying thing,0
help me my ipad had a software so i lost my base i need it back please i left my base in a clan that shows my code on the top left on my profile now i have accounts please if any can help me i would really love this game but at the moment nobody is helping me thank you very much i hope you reply and i get my account back,0
awesomness this game is awesome but tricky with ice i play all day trying to win i might say im good at this game but my friends and familyily look over my shoilder and say your playing the game wrong but i love this game,1
uninstalled i downloaded this app thinking it would soon be supported with google for log in and sync with chrome web version cant or wont do two separate apps for a to do list will give star when this is a reality,0
light fast and comfortable apps when i compare different browser watch speed connection ram and cpu usage then i know opera and their products is very good for smartphone and pcs,1
two stars cuz after the update it isnt working properly it remains connected but when i send a msg it is automatically disconnectec and ths msg takes aprrox mins or more to sendplz fix this prob as soon as possibletnx,0
easy to play and always running jumping and defy gravity itâs a real competition how far can you survive wonderful game,1
glitch not working on galaxy note this is my third time downloading on my note which is less than week old worked perfectly on the note what happens is that at first right after install it works good then i am not able to touch the top lefthand icon which gets me to all my channel options so im installing again,0
not good this app before was no nepali app in android but when they update the app it is now really wastefulafter using the app there is no exit button please fix it still not yet done the improvements whats wrong with the app problem in my samsung galaxy s only,0
it is fine and getting better working quite well for me at the minute i liked the recent layout changes and messaging facilities websites links are handled better and able to open in browser as well the problem with notifications still exists i cant tell if someone accepted my connection request or send me an invitation notifications appear for a second and go away,1
dud on droid doesnt work on my new droid,0
still no widget come on i used to use this for all of my sms not anymore unacceptable instead of adding a new welcome screen with latest update they should have brought back the widget,0
messenger issues ever since the last update initial received messages dont get pushed to the messenger app and you dont get notification in the facebook app or messenger app you open the facebook app and happen to see you have a message you have to click the icon and it opens messenger subsequent messages go through messenger app unless you close the chat head then you start over with no notification and having to go through the facebook app,0
very good i liked the app and its ui but i think the app can be best if you add option to remind us about any program on radio so that i wouldnt miss my fav programs like timepass keep developing,1
cant get off first base having give problems synchronizing with the web version keeps asking for login password and never goes further reinstalling for last time before i give up,0
bugs with contact syncing very frustrated after having this app work fine for a couple years i get an update that screwed up my contacts ive read others comments and the supposed solutions including uninstalling and reinstalling the app for a brief few hours last night it appeared to resync my linkedin contacts back to my phone contacts today gone again in any case even when the contacts came back all my previously set up shortcuts to those contacts were disabled can you fix this linkedin i use a samsung galaxy s,0
decembers update this recent december update has made the gameplay so lopsided that i can not compete with anyone i attack there is now no reason for me to invest anymore time in coc can no longer protect my loot and no shield,0
camera roll please can you stop the camera roll popping up at top of page whenever it does i cant use the app or my phone for a few mins doing my nut in,0
doesnt allow me to send tab to desktop previously when i touched the share button it allowed me to select firefox as the share method to send the tab to my synched computer now the share to firefox option doesnt show up why did it dissapear,0
excellent app clearly a passion project great work,1
i cant see how to change the nicknames my friend can change there nicknames but mine is not i see of all the settings but no change nicknames no change color and anything why fix it and please just faster grr,0
good its very good to use but i found some fualts while writing lengthy status the words which we enter at starting will not be visible so to edit those words we should slide through the text we have written so make status editing line step by step instead a single line,1
fraud i did not select this app to install it installed automatically it will not allow me to uninstall google fix this ill go to the attorney general this is not right,0
so unstable after daily updates had it stars for a long time this week there were daily updates and the latest one didnt fix my problem i get a pure white screen upon launch that would be fine if this was a flashlight app i uninstalled and reinstalled still a flashlight,0
issue in last online time it doesnt refresh the last online time automatically i have to restart my phone then it shows the latest online time please fix it guys otherwise a gud app,0
unable to work with google yahoo id sso notice that it still cant work with google yahoo sso which is a big feature missing it is a good initiative but still some work to be done before the star still thanks for the effort,0
fail on every update it was best app before you received messages but when you reply it wont send video calling auto exit now even with good signal it was very good before,0
shab i have firefox on all of my devices and its more safer than the internet explorer i like it i just wish it had more functions like free spyware anti virus,0
kill pages i will enter a url or open a new link and nothing loads no loading bar no error page the page stays the same also if i switch to a new tab sometimes that wont loadrefresh or if i switch back to an old tab the same thing happens,0
external links are not working after updated to latest version could not able to open any links on facebook its says connect to network after some time plz check your network connection same time my connection is g network is at full speed plz fix this issue asap thanks,0
can not receive messages why my message always send to me tomorrow no today please fix itit cause me many problem,0
confusing i used the app to import important notes from another smartphone note book to my current phone although it transferred the information it is so hard to find it it disappeared completely,0
galaxy note note tab tab its getting better much better but keep working on it especially the talk texting also what did you to google voice please please please fix wth can only text receive text from google voice reallyđđ đ i can facetime from contacts wg lte new update please dont mess it up with marshmallows if its not broke please stop trying to fix it google youre making me want to come out of retirement and come work for you guysđđđđ,0
dear google hate how tabs work on samsung galaxy s i want to keep my tabs open because i watch series at once i dont want to have to reopen all the tabs every time i open up chrome i have a habit of closing all running apps to save ram usage please make the tab feature the same as on the old s,0
like my review and take my advice i cant save my data even though i have wifidesame networkand always laghard to find chest and its so dumbso if i were u i will unninstall it,0
great game but too many ads almost not worth playing,1
great keep it up ive been using uc mini for quiet a while and i have to say that you guys have done a great job i have a g phone with low storage so it was hard for me to use youtube but you guys made my problem go awaygreat job keep it up,1
currency convertor not working it only shows nepali rupess in both the spaces refuses to change was working fine before pls fix this,1
great app the latest update to slack has enabled an in app experience for gifs and while it isnt the smoothest implementation it is definitely a step in the right direction really enjoy using the app and their responsiveness to user comments makes this a great experience,1
such an awesome game love it a really fun games definitely suggest any reader of this description to get it is so good you will enjoy the game and it doesnt feel like a waste of time afterwards it is very easy to play and its very fun to find ways to knock down the building just by using one bird thoroughly recommend it it is very fun and youre so good so please download this game will be blessed,1
now perfect with animated gif support,1
weather didnt show please fix it,1
well i just switched to a new htc phone and now chrome forces closed whenever im reading mostly text websites it just happend twice in the span of ten minutes and its getting annoying i dont even have other apps running in the background or too many tabs open so i dont know whats going on with it,0
doesnt log in checked my credentials multiple times will not authenticate,0
has potential could be better but it conts to crash after some use love the web version though,0
best keyboard it is the best ever nepali keyboard lightweight and does what it says but can you please make it look stylish like google keyboard or others it looks preety old in design so please redesign its layout,1
fun diversion good game to take a quick break from whatever youre doing nice test of your ability to see and hear whats coming ahead and react the latest update with the winter map improves the core game quite a bit,1
it was good but the last update caused so many forced close it was good but the last update caused so many forced close now i cant really enjoy my browsing experience thanks for nothing,0
cant download big things i cant download mb it says that it failed tell me how it work ur fix it plz,0
every company should use slack i dont usually give stars but man slack is great for group company communication in the office at home and on the go takes a bit of getting used to but is well worth it,1
daammiiiiiiiiiiiiiiiiiii aapsssssss dherai ramro lagyo hami sabai nepali daju bhai haru lai ek choti yo aap use garnu parne i loved,1
very useful but very useful and good performance improvements but i can not find a way to set myself online or away anymore after the update where did it go,1
dont download not enough trump memes too much netflix and chill stop already please if you are looking for dumb girls that tweet everything that goes through their heads then this app is for you blessup,0
a lil more features to be included there should be a option so as to u the profile pic is not visible to everyone because if you block people then they cant even send you msges and also more no of people in a group maximum should be,0
great simple recommend love this app looking forward to more new features,1
notification problem though i have enabled notification there is no any notification of news plz fix it,0
bookmarks the option to open a bookmark in a new tab is taken away i use that feature and would like it back also now the keyboard opens automatically which i often dont want and have to close it,0
keeps updating updates all the time slows my phone as its doing it to a crawl installs for like minutes and the updates never produce anything different or anything of use the only app on my phone that i have issues with,0
awesome voice quality the best in class audio plz include group voice calls only video calls have it option to add another person between the call should be provided,0
wrong details of last seen after upgrading to new versionif som sends u msgand u see that msg after an houru will see that sender is onlineand after few minutes it will shw tht person is just offlineon tge othr handsender has not online since he had send the last msgresolve it soon,0
fun addicting game ive played this game for so long i have everything theres no way i can complain about a free game my only wish is that there was a reward for completing the frozen artifacts challenge i think this happened one other time too but oh well still a fun game,1
bad bad google why was i sent to password recovery options when updating a browser app stars is it time to go to an apple or windows phone platform america,0
only two stars because frozen shadow is not compatible to my device đť why oh why đ make it compatible please,0
can i make phone calls i dont see anything that shows that i can make regular phone calls please help,0
not as good before and rapidly getting worse if used solely for viewing sites without personalization or adjusting the settings this browser has no problems i know of no benefits either issues begin to arise and multiply exponentially upon applying any changes if using a text size other than the default a substantial lagreloading begins to occur when scrolling zooming in or out causes large portions of previously loaded content to go blank also in one week this went from the download size of mb to over mb without my adding any extras,0
cant change my color like every one els my friend updated his when i did mine we have the same phone he got to change colors an mine stayed the same ether fix or im not using this crap app any more,0
good this is a very good app so far great features and overall performance,1
contacts and delays is it just me with the new update all contacts are showing up including those who are not using viber the old version allows you to hide your contacts who are not using viber i also that notifications on messages are delayed pls fix this,0
old is best old version is better then this version,0
cant download pics i used to be able to download pics from a conversation and save them to my phone i dont have that option anymore long press gives me about every other option but not the option to download,0
â â â â bestâ â â â hamro nepali keyboard is doubtlessly the best keyboard for fluent nepali typing on android mobiles and tablets it has given oppurtunity to thousands of nepalese people for sharing their thoughts expressing their feelings and chatting up with buddies through common and national language ie nepali thumbs up for creating this amazing app wish youd also add some theme customization options and improved caps lock option,1
candy crush i have been having trouble playing on candy crush so in the end i uninstalled it i then reinstalled and signed back in in doing this im back to my level but lost all my boosters,0
good app and nice try dear developers great job done but i would suggest u to get an idea with fleksy keyboard app also for then not only me you shall get rating from all around the worldalso i would suggest you should make easy standard keys for hamro keyboard all the best and hope you will update new innovative idea for this app soonsince i have suggested this app most of my frenz in nepal and overseas and since this app is one of the best app of mine i want to see more for this app since you r the creatorđ,1
classic game ruined by ads uninstalled this o one classic game utterly unplayable due to excessive ads installed the other day for my year old to keep him quiet wondered why he kept crying and complaining realised he was constantly being bombarded with adds that took him out of the game after almost every level ridiculous,1
updated version is down not able to sent connection request no contacts synchronization please develop soon,0
often painfully slow needs a useful tablet ui quick reply and the ability to send video some of these are features the ios version has had for almost years and that isnt really excusable from the company that runs android this is the kind of thing that makes people switch to ios or makes android phone lovers buy ipads instead of android tablets,0
great code but arrogant company linkedin should be proper stewards of the database they have created and ensure their customers get optimum use too many gotchas no cut and paste from messages closed apis etc pretty narrow minded,0
whats app is not in its format in my mobile massages are sending through left side and all the layout of whats app is starting from left while in my old mobile all is in right side i feel so much trouble due to this,0
i wish there is a mute button for selected people i like it so far but it is more like a skype now but i hope next update the will be option like mute button where i can mute someone so that i wont recieve any notification from that particular person without deleting the message or blocking them coz that would be so rude if i do that or option where i can hide the seen or a mark as unread other than that it is good i liked it thats all my concern,0
once a great game i was a hardcore fan of this game but u gotta admit the latest update sucks its impossible for farming if u wanna make some loot u gonna have to go gowipe or something it takes a minimum of hourwithout boost to make troops and that sucks plz fix this asap before i with many others move on,0
no stickers why is there no stickersit is not fun you should make arrangement of stickersnori will uninstall this app,0
so disappointed my candy crush would not connect to fb so i uninstalled and reinstalled still didnt work so i restarted my phone that worked only im two levels back and all my power ups are goneđ,0
it rocks this thing is great i keep documents photos everything accessible on all my devices current very slick,1
whenever i post an update and then try to edit it when i hit save it tells me the post is no longer available and may have been removed yet the original post is still on my pageplease fix issue,0
i got my opera back i can see videos now to me no one wsa better than operaperhaps there headed there again thankyou opera just found single colume view ok your number one,1
really great twitter is an amazing app which i use frequently each day i do have problems with it though this is personal preference whenever i refresh the page it gives me a tweet with the subtext twitter name follows twitter name and it happens every time i refresh so can you only do it once since it clogs my feed with it whenever i want to see new tweets othe than that its fine,0
why cant i share my achievements recently discovered that there is a feature for sharing any kind of achievement however i cant accomplish it on my profile,0
beta is the best version of the chrome browsers cant open bookmarks in a new tab or incognito window cant switch tabs from bookmarks tab horrible features the following are issues across all barstools of the chrome browsers no desktop preferred option webpages refresh themselves by default and you lose what you are typing of you switch to another app tabs mixed into os is annoying no user agent switcher,0
great little game this is a great little game i am completely addicted to this game its simple enough to learn but has enough variety to keep you interested this is an ad supported game just so you know i would be happy to buy the game together rid of the ads however i havent found where to do that yet,1
keeps crashing ever since i started using it more it will crash every ten minutes its starting to get more annoying however it is convenient for saving text messages since i dont have unlimited messaging,0
even though i am loving the new update but this breaks the default contacts app on the note under accounts linkedin sync has no account header name and that breaks editing of contacts update opened a ticket with linkedin support and they agreed that the contacts app break on merged contacts is a bug this is with their engineering team to be fixed update contacts force close exists as off version update finally the contacts bug has been fixed,0
